Account_id,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges
6408-OTUBZ,66,One year,Bank transfer (automatic),Yes,104.55,6779.05
5204-HMGYF,49,One year,Mailed check,Yes,87.2,4345
1078-TDCRN,3,Month-to-month,Electronic check,Yes,30.75,82.85
3727-OVPRY,66,One year,Credit card (automatic),Yes,25.7,1714.55
3797-FKOGQ,11,Month-to-month,Electronic check,No,86.2,893.2
7622-NXQZR,28,Month-to-month,Credit card (automatic),Yes,30.1,810.85
6196-HBOBZ,65,Two year,Electronic check,Yes,99.35,6347.55
3970-XGJDU,62,Two year,Credit card (automatic),Yes,19.2,1123.65
7017-VFULY,2,Month-to-month,Bank transfer (automatic),No,20.1,43.15
5562-YJQGT,2,Month-to-month,Credit card (automatic),No,20.35,35.1
8807-OPMBM,55,Two year,Credit card (automatic),Yes,25.65,1388
5439-WIKXB,41,Month-to-month,Electronic check,Yes,94.55,3851.45
8294-UIMBA,30,One year,Bank transfer (automatic),Yes,94.4,2638.1
8109-YUOHE,17,One year,Mailed check,No,56.1,946.95
5840-NVDCG,16,Two year,Bank transfer (automatic),No,68.25,1114.85
8092-NLTGF,72,Two year,Bank transfer (automatic),No,24.75,1777.6
5928-QLDHB,9,Month-to-month,Electronic check,Yes,76.25,684.85
9840-EFJQB,1,Month-to-month,Electronic check,No,74.35,74.35
0696-UKTOX,23,Month-to-month,Electronic check,No,54.15,1312.45
4801-KFYKL,8,Month-to-month,Bank transfer (automatic),No,19.45,159.2
3472-OAOOR,19,Month-to-month,Mailed check,Yes,34.95,610.2
6135-OZQVA,7,Month-to-month,Electronic check,Yes,53.65,404.35
2252-JHJGE,61,One year,Electronic check,No,104.0,6363.45
4188-PCPIG,57,Two year,Credit card (automatic),Yes,70.35,4124.65
7105-BENQF,15,One year,Mailed check,No,64.85,950.75
7721-DVEKZ,1,Month-to-month,Mailed check,No,19.65,19.65
3566-VVORZ,12,Month-to-month,Bank transfer (automatic),No,45.9,505.95
9507-HSMMZ,54,Two year,Mailed check,No,20.0,1149.65
2480-SQIOB,4,Month-to-month,Electronic check,No,44.8,169.65
7813-TKCVO,20,One year,Mailed check,No,20.35,393.15
0128-MKWSG,26,Month-to-month,Mailed check,No,45.8,1147
4350-ZTLPI,53,One year,Bank transfer (automatic),Yes,108.95,5718.2
0361-HJRDX,68,Two year,Credit card (automatic),No,64.35,4539.6
5727-MYATE,72,Two year,Credit card (automatic),Yes,90.8,6397.6
3823-KYNQY,12,One year,Credit card (automatic),No,24.95,280.4
7570-WELNY,68,Two year,Bank transfer (automatic),Yes,84.7,5711.05
3021-VLNRJ,50,One year,Credit card (automatic),Yes,70.8,3478.15
2080-CAZNM,41,Month-to-month,Electronic check,Yes,104.4,4133.95
1028-FFNJK,30,Month-to-month,Electronic check,Yes,101.5,2917.65
6907-FLBER,1,Month-to-month,Electronic check,No,54.3,54.3
3001-UNBTL,29,Month-to-month,Electronic check,Yes,103.95,2964.8
5982-PSMKW,23,Two year,Credit card (automatic),Yes,91.1,2198.3
3507-GASNP,60,Two year,Mailed check,No,19.95,1189.9
7096-ZNBZI,72,Two year,Credit card (automatic),No,26.45,1914.5
1676-MQAOA,72,Two year,Bank transfer (automatic),Yes,75.1,5336.35
0786-IVLAW,66,One year,Bank transfer (automatic),No,108.1,7238.6
7566-DSRLQ,72,Two year,Electronic check,Yes,110.15,7998.8
7245-JMTTQ,51,One year,Electronic check,Yes,111.5,5703.25
6050-IJRHS,70,One year,Electronic check,Yes,106.5,7397
6202-JVYEU,9,One year,Electronic check,Yes,19.9,164.6
8591-TKMZH,59,Two year,Mailed check,Yes,111.1,6555.2
0734-OXWBT,3,Month-to-month,Mailed check,No,70.7,225.65
4282-ACRXS,38,Month-to-month,Electronic check,Yes,24.85,955.75
0365-TRTPY,37,Month-to-month,Bank transfer (automatic),No,91.2,3382.3
7349-ALMUX,37,Two year,Bank transfer (automatic),No,65.6,2313.8
6502-KUGLL,14,Month-to-month,Bank transfer (automatic),No,59.45,780.85
1841-YSJGV,72,Two year,Credit card (automatic),Yes,109.95,7852.4
3511-BFTJW,72,Two year,Credit card (automatic),No,38.5,2763
7668-XCFYV,17,Month-to-month,Electronic check,Yes,92.55,1614.7
5018-HEKFO,10,Month-to-month,Mailed check,Yes,24.5,270.15
2923-ARZLG,0,One year,Mailed check,Yes,19.7, 
3976-NLDEZ,1,Month-to-month,Mailed check,No,20.6,20.6
2282-YGNOR,29,One year,Credit card (automatic),No,58.0,1734.5
5336-UFNZP,65,One year,Electronic check,Yes,107.45,7047.5
6854-EXGSF,8,Month-to-month,Bank transfer (automatic),Yes,65.5,573.15
1241-EZFMJ,61,Two year,Bank transfer (automatic),No,25.45,1538.6
9233-PSYHO,45,One year,Bank transfer (automatic),Yes,100.15,4459.8
5376-PCKNB,72,One year,Credit card (automatic),Yes,104.45,7459
8044-BGWPI,12,Month-to-month,Electronic check,Yes,21.15,306.05
4060-LDNLU,7,Month-to-month,Electronic check,No,96.2,639.7
3589-PPVKW,9,Month-to-month,Mailed check,Yes,44.4,348.15
5887-IKKYO,58,Two year,Bank transfer (automatic),No,94.35,5563.65
1755-RMCXH,2,Month-to-month,Mailed check,No,20.3,40.25
3858-XHYJO,40,One year,Bank transfer (automatic),No,105.75,4228.55
4299-SIMNS,9,Month-to-month,Electronic check,Yes,81.15,784.45
7025-IWFHT,41,One year,Electronic check,Yes,89.55,3729.75
6261-LHRTG,26,Month-to-month,Credit card (automatic),Yes,54.75,1406.9
7841-FCRQD,33,One year,Credit card (automatic),Yes,53.75,1857.3
2056-EVGZL,68,One year,Credit card (automatic),No,105.75,7322.5
8777-MBMTS,65,Two year,Credit card (automatic),Yes,105.85,6725.5
7753-USQYQ,55,One year,Electronic check,Yes,64.2,3627.3
7661-CPURM,19,One year,Credit card (automatic),Yes,87.7,1725.95
6233-HXJMX,45,Month-to-month,Credit card (automatic),Yes,89.3,4192.15
5902-WBLSE,70,Two year,Credit card (automatic),Yes,20.15,1411.2
3239-TPHPZ,12,Two year,Electronic check,Yes,20.05,264.55
5115-GZDEL,72,Two year,Credit card (automatic),No,67.2,4671.7
3338-CVVEH,12,Month-to-month,Electronic check,No,94.55,1173.55
2615-YVMYX,71,Month-to-month,Electronic check,Yes,107.5,7713.55
2851-STERV,35,One year,Electronic check,Yes,73.0,2471.25
4393-GEADV,70,Two year,Credit card (automatic),No,114.75,7842.3
8486-AYEQH,31,Month-to-month,Electronic check,Yes,76.05,2227.8
5419-JKZNQ,30,Month-to-month,Mailed check,No,77.9,2351.45
2495-KZNFB,33,Month-to-month,Electronic check,Yes,90.65,2989.6
1409-PHXTF,54,Two year,Electronic check,Yes,110.45,6077.75
4560-WQAQW,59,One year,Bank transfer (automatic),No,68.7,4070.95
9591-YVTEB,55,Month-to-month,Electronic check,Yes,44.85,2479.05
9309-BZGNT,69,One year,Credit card (automatic),Yes,29.8,2134.3
4274-DRSQT,66,One year,Bank transfer (automatic),Yes,88.9,6000.1
2027-DNKIV,37,One year,Mailed check,Yes,58.75,2203.1
8075-GXIUB,9,One year,Credit card (automatic),No,19.85,183.15
2885-HIJDH,69,Two year,Bank transfer (automatic),No,86.9,6194.1
5424-RLQLC,10,Month-to-month,Mailed check,Yes,59.65,638.95
6507-DTJZV,13,Month-to-month,Credit card (automatic),No,66.4,831.75
7673-BQGKU,69,Two year,Bank transfer (automatic),No,20.15,1337.5
6723-WSNTY,66,One year,Credit card (automatic),Yes,108.1,7181.95
2725-IWWBA,46,One year,Mailed check,No,56.9,2560.1
1061-PNTHC,56,Month-to-month,Mailed check,Yes,109.6,5953
0394-YONDK,70,Two year,Credit card (automatic),No,25.15,1790.15
6574-MCOEH,33,One year,Electronic check,Yes,79.15,2531.4
7399-QHBJS,72,Two year,Credit card (automatic),No,66.75,4760.3
0997-YTLNY,19,Month-to-month,Mailed check,No,48.8,953.65
9479-HYNYL,71,Two year,Credit card (automatic),Yes,80.7,5705.05
9708-KFDBY,1,Month-to-month,Credit card (automatic),No,20.55,20.55
3642-GKTCT,61,One year,Mailed check,Yes,115.1,6993.65
0774-RMNUW,71,Two year,Bank transfer (automatic),No,59.7,4122.65
1334-PDUKM,68,One year,Credit card (automatic),No,86.45,5762.95
0756-MPZRL,46,One year,Credit card (automatic),No,33.7,1537.85
2242-MFOTG,33,One year,Bank transfer (automatic),No,80.1,2603.3
2927-CVULT,53,Two year,Bank transfer (automatic),Yes,104.05,5566.4
2144-BFDSO,50,Month-to-month,Bank transfer (automatic),No,108.75,5431.9
8745-PVESG,57,One year,Credit card (automatic),Yes,41.1,2258.25
7647-GYYKX,54,Two year,Bank transfer (automatic),Yes,20.35,1092.35
5647-FXOTP,60,Month-to-month,Electronic check,Yes,105.9,6401.25
9700-ISPUP,10,Month-to-month,Electronic check,Yes,65.5,616.9
9839-ETQOE,43,Month-to-month,Electronic check,Yes,40.45,1912.85
6078-VESFR,13,Month-to-month,Bank transfer (automatic),No,70.45,849.1
9027-TMATR,43,Two year,Electronic check,Yes,78.8,3460.3
1941-HOSAM,1,Month-to-month,Electronic check,Yes,90.1,90.1
9110-HSGTV,69,Two year,Credit card (automatic),Yes,82.45,5555.3
0704-VCUMB,61,Two year,Credit card (automatic),No,20.25,1278.8
6171-ZTVYB,43,Month-to-month,Bank transfer (automatic),No,66.25,2907.35
1935-IMVBB,56,Month-to-month,Mailed check,No,89.7,4952.95
2535-PBCGC,70,Two year,Bank transfer (automatic),No,64.55,4504.9
1470-PSXNM,49,One year,Electronic check,Yes,93.65,4520.15
2498-XLDZR,32,Two year,Mailed check,No,73.6,2316.85
9866-OCCKE,72,Two year,Mailed check,Yes,109.75,8075.35
5338-YHWYT,37,Two year,Credit card (automatic),No,61.45,2302.35
7718-UPSKJ,69,One year,Credit card (automatic),Yes,106.4,7251.9
8731-WBBMB,26,Month-to-month,Bank transfer (automatic),No,81.9,2078.55
1448-CYWKC,58,One year,Credit card (automatic),Yes,105.2,6225.4
7901-IIDQV,24,One year,Bank transfer (automatic),No,54.6,1242.25
2690-DVRVK,5,One year,Electronic check,No,20.55,99.45
1270-XKUCC,30,Two year,Mailed check,No,19.7,599.25
0334-ZFJSR,55,One year,Credit card (automatic),Yes,66.05,3462.1
5583-EJXRD,44,Two year,Credit card (automatic),Yes,54.05,2375.2
4565-EVZMJ,47,One year,Mailed check,Yes,58.9,2813.05
3327-YBAKM,64,One year,Mailed check,Yes,96.9,6314.35
9441-QHEVC,1,Month-to-month,Mailed check,No,19.1,19.1
6705-LNMDD,20,Month-to-month,Mailed check,No,50.0,1003.05
2580-ASVVY,37,Two year,Electronic check,No,45.4,1593.1
3370-GQEAL,30,Month-to-month,Electronic check,No,85.45,2509.95
5032-USPKF,38,One year,Bank transfer (automatic),No,84.1,3187.65
4254-QPEDE,52,Two year,Credit card (automatic),No,66.25,3330.1
6283-GITPX,71,Two year,Credit card (automatic),Yes,76.9,5522.7
0771-CHWSK,66,Two year,Credit card (automatic),Yes,74.6,4798.4
9788-HNGUT,72,Two year,Credit card (automatic),Yes,116.95,8594.4
9495-REDIY,25,One year,Credit card (automatic),Yes,40.65,970.55
5375-XLDOF,69,Two year,Bank transfer (automatic),Yes,114.35,7665.8
1172-VIYBP,53,Two year,Bank transfer (automatic),No,69.7,3686.05
6559-PDZLR,26,Month-to-month,Electronic check,Yes,98.65,2537
8992-OBVDG,21,Month-to-month,Mailed check,No,61.65,1393.6
4273-MBHYA,1,Month-to-month,Electronic check,Yes,89.35,89.35
4724-WXVWF,48,Month-to-month,Electronic check,Yes,95.4,4445.3
5701-GUXDC,26,One year,Credit card (automatic),No,35.4,978.6
1460-UZPRJ,60,Two year,Mailed check,No,19.95,1258.15
6082-GLJIX,18,Month-to-month,Mailed check,No,19.25,331.35
2495-TTHBQ,4,One year,Mailed check,Yes,20.4,84.75
0485-ZBSLN,65,Two year,Credit card (automatic),No,24.75,1715.1
3810-PJUHR,70,Two year,Mailed check,No,25.35,1715.15
0847-HGRML,62,Two year,Bank transfer (automatic),No,20.0,1250.1
8232-CTLKO,66,Two year,Electronic check,Yes,59.75,3996.8
9227-YBAXE,65,Two year,Bank transfer (automatic),Yes,82.5,5215.1
9860-LISIZ,34,Month-to-month,Mailed check,No,20.35,673.2
0112-QAWRZ,16,Month-to-month,Bank transfer (automatic),Yes,90.8,1442.2
2786-GCDPI,50,Month-to-month,Electronic check,Yes,104.95,5222.35
4043-MKDTV,71,Two year,Electronic check,Yes,105.25,7291.75
9229-RQABD,18,One year,Mailed check,No,23.75,424.5
8313-KTIHG,4,Month-to-month,Electronic check,Yes,61.3,249.4
5320-BRKGK,58,Two year,Mailed check,No,75.8,4415.75
6284-KMNUF,56,One year,Electronic check,Yes,98.0,5270.6
6229-UOLQL,56,One year,Mailed check,Yes,52.0,2884.9
3137-LUPIX,4,Month-to-month,Mailed check,Yes,64.4,253
6143-JQKEA,10,Month-to-month,Credit card (automatic),Yes,45.8,436.2
8676-OOQEJ,4,Month-to-month,Electronic check,No,30.5,118.4
9701-CDXHR,51,Month-to-month,Mailed check,No,69.15,3649.6
8124-NZVGJ,6,One year,Mailed check,Yes,49.25,255.6
2162-FRZAA,63,Two year,Bank transfer (automatic),No,39.35,2395.05
5118-MUEYH,48,Month-to-month,Credit card (automatic),Yes,105.1,5083.55
5627-TVBPP,35,One year,Credit card (automatic),Yes,20.1,644.5
3936-QQFLL,2,Month-to-month,Mailed check,No,19.75,39.3
2589-AYCRP,50,One year,Bank transfer (automatic),No,19.75,989.05
4067-HLYQI,33,Month-to-month,Bank transfer (automatic),Yes,70.4,2406.1
5124-EOGYE,31,Two year,Mailed check,No,20.45,638.55
5057-RKGLH,9,Two year,Mailed check,No,20.35,191.1
0292-WEGCH,54,Month-to-month,Electronic check,Yes,86.2,4524.05
8910-ICHIU,46,One year,Credit card (automatic),Yes,95.65,4664.2
4097-YODCF,34,One year,Electronic check,Yes,103.8,3470.8
9715-WZCLW,71,Two year,Electronic check,Yes,97.2,6910.3
9786-YWNHU,63,Two year,Mailed check,No,63.55,4014.2
6407-GSJNL,51,Two year,Bank transfer (automatic),No,24.95,1288
4049-ZPALD,64,Two year,Bank transfer (automatic),Yes,99.0,6375.8
3733-UOCWF,61,One year,Bank transfer (automatic),Yes,85.55,5251.75
6833-JMZYP,15,Month-to-month,Credit card (automatic),Yes,94.0,1505.45
1310-QRITU,18,Month-to-month,Electronic check,Yes,50.3,913.3
8961-QDZZJ,57,One year,Electronic check,Yes,95.0,5535.8
9715-SBVSU,14,Two year,Bank transfer (automatic),Yes,61.4,815.55
8490-BXHEO,18,Month-to-month,Credit card (automatic),Yes,80.55,1411.65
7173-TETGO,72,Two year,Bank transfer (automatic),No,78.5,5602.25
7929-SKFGK,70,Two year,Credit card (automatic),No,114.3,8244.3
2300-RQGOI,38,Two year,Mailed check,No,20.05,741.5
3563-SVYLG,68,Two year,Credit card (automatic),No,62.65,4375.8
6435-VWCCY,65,Two year,Credit card (automatic),Yes,92.7,5968.4
4998-IKFSE,30,Month-to-month,Electronic check,No,100.45,3096.9
8630-QSGXK,51,Two year,Bank transfer (automatic),Yes,75.2,3901.25
2455-USLMV,31,Month-to-month,Credit card (automatic),Yes,84.75,2613.4
9488-FVZCC,72,Two year,Bank transfer (automatic),Yes,79.5,5661.7
5995-WWKKG,37,One year,Electronic check,Yes,19.8,695.05
7879-CGSFV,55,One year,Mailed check,Yes,100.9,5552.05
9921-EZKBY,33,Month-to-month,Bank transfer (automatic),Yes,95.3,3275.15
7432-FFVAR,46,One year,Bank transfer (automatic),No,90.95,4236.6
7246-ZGQDF,1,Month-to-month,Electronic check,No,54.5,54.5
4456-RHSNB,19,Month-to-month,Bank transfer (automatic),Yes,49.6,962.9
2481-SBOYW,61,Two year,Credit card (automatic),Yes,25.0,1498.35
7109-MFBYV,26,Month-to-month,Electronic check,No,45.45,1233.15
1833-TCXKK,45,Month-to-month,Bank transfer (automatic),Yes,107.75,4882.8
1832-PEUTS,62,Two year,Credit card (automatic),Yes,89.1,5411.65
8660-BUETV,3,Month-to-month,Mailed check,No,44.75,148.05
0580-PIQHM,41,One year,Bank transfer (automatic),Yes,101.6,3930.55
5696-CEIQJ,67,Two year,Bank transfer (automatic),No,103.15,6895.5
1696-HXOWK,71,One year,Mailed check,No,95.65,6856.95
3026-ATZYV,37,One year,Bank transfer (automatic),No,75.1,2658.8
4012-YCFAI,60,Two year,Mailed check,Yes,61.35,3766.2
9970-QBCDA,6,Month-to-month,Credit card (automatic),No,19.7,129.55
9496-IVVRP,11,Month-to-month,Bank transfer (automatic),No,51.0,581.7
2657-VPXTA,10,Month-to-month,Electronic check,Yes,88.85,929.45
6551-VLJMV,34,Two year,Credit card (automatic),No,20.05,679
1221-GHZEP,62,Two year,Mailed check,Yes,65.1,3846.75
9289-LBQVU,64,One year,Mailed check,Yes,70.15,4480.7
3458-IDMFK,25,Two year,Mailed check,Yes,20.75,499.4
6933-FHBZC,26,One year,Mailed check,Yes,56.05,1553.2
0221-NAUXK,10,One year,Bank transfer (automatic),Yes,19.95,219.5
9770-KXGQU,53,One year,Mailed check,No,98.6,5311.85
6538-POCHL,33,Month-to-month,Credit card (automatic),Yes,79.0,2576.8
6726-NNFWD,71,Two year,Credit card (automatic),No,89.45,6435.25
3002-WQZWT,29,Month-to-month,Electronic check,Yes,74.2,1993.25
4277-UDIEF,24,Month-to-month,Bank transfer (automatic),No,81.0,1923.85
1208-NBVFH,20,Month-to-month,Electronic check,Yes,49.6,939.8
4912-PIGUY,1,Month-to-month,Electronic check,Yes,84.6,84.6
2725-TTRIQ,72,Two year,Bank transfer (automatic),Yes,84.2,5986.55
3374-TTZTK,52,Two year,Electronic check,Yes,106.3,5487
8990-ZXLSU,9,Month-to-month,Electronic check,No,69.05,651.5
2275-RBYQS,1,Month-to-month,Mailed check,Yes,45.4,45.4
4419-UJMUS,69,Two year,Electronic check,Yes,99.35,6856.45
7794-JASDG,1,Month-to-month,Mailed check,Yes,50.75,50.75
7609-YBPXG,54,Two year,Bank transfer (automatic),No,87.1,4735.2
5519-TEEUH,33,One year,Mailed check,Yes,20.15,682.15
7856-GANIL,45,One year,Bank transfer (automatic),Yes,98.7,4525.8
0804-XBFBV,11,Month-to-month,Electronic check,No,25.2,321.05
2676-OXPPQ,6,Month-to-month,Bank transfer (automatic),Yes,55.7,335.65
3703-TTEPD,21,Month-to-month,Bank transfer (automatic),No,65.35,1424.4
2799-TSLAG,65,Two year,Bank transfer (automatic),Yes,25.3,1748.55
2208-NKVVH,43,Two year,Mailed check,No,24.25,1077.95
7139-JZFVG,60,Two year,Bank transfer (automatic),No,60.5,3694.45
4987-GQWPO,17,Month-to-month,Credit card (automatic),No,25.1,382.8
1757-TCATG,35,One year,Bank transfer (automatic),No,20.05,746.75
4776-XSKYQ,12,One year,Credit card (automatic),No,30.25,368.85
8048-DSDFQ,1,Month-to-month,Mailed check,No,20.2,20.2
5753-QQWPW,28,One year,Electronic check,Yes,59.9,1654.7
6010-DDPPW,70,Two year,Bank transfer (automatic),No,25.15,1940.85
6693-FRIRW,18,Month-to-month,Credit card (automatic),No,101.3,1794.65
6586-MYGKD,70,Two year,Credit card (automatic),Yes,76.95,5289.8
3173-NVMPX,9,Month-to-month,Mailed check,Yes,55.3,501.2
0248-PGHBZ,67,Two year,Bank transfer (automatic),Yes,92.45,6140.85
0623-GDISB,1,Month-to-month,Bank transfer (automatic),Yes,48.45,48.45
2892-GESUL,18,Two year,Mailed check,No,19.35,309.25
7472-EQOAV,71,One year,Bank transfer (automatic),Yes,86.7,6179.35
2043-WVTQJ,1,Month-to-month,Mailed check,No,55.7,55.7
8034-RYTVV,55,One year,Credit card (automatic),Yes,84.25,4589.85
3863-QSTYI,59,Month-to-month,Electronic check,Yes,64.65,3735.45
5044-LRQAQ,7,Month-to-month,Bank transfer (automatic),Yes,69.2,477.55
1716-LSAMB,45,Two year,Bank transfer (automatic),No,54.65,2553.7
1333-PBMXB,54,One year,Bank transfer (automatic),Yes,24.75,1342.15
6546-OPBBH,51,One year,Mailed check,Yes,23.95,1216.35
5985-BEHZK,72,One year,Credit card (automatic),No,105.0,7578.05
9127-QRZMH,44,One year,Bank transfer (automatic),Yes,59.85,2603.95
5919-VCZYM,2,Month-to-month,Mailed check,No,20.05,42.7
9644-KVCNC,66,One year,Bank transfer (automatic),Yes,92.15,6056.9
2137-DQMEV,68,One year,Mailed check,No,44.8,2983.65
8174-LNWMW,31,Two year,Credit card (automatic),No,20.9,689.35
9279-CJEOJ,21,Month-to-month,Bank transfer (automatic),Yes,95.4,2025.1
7964-VEXDG,21,Month-to-month,Electronic check,No,80.35,1747.2
2404-JIBFC,55,Two year,Bank transfer (automatic),Yes,85.1,4657.95
8029-XYPWT,71,Two year,Bank transfer (automatic),Yes,115.05,8016.6
4632-PAOYU,22,One year,Mailed check,No,19.95,433.5
2990-OGYTD,67,Two year,Bank transfer (automatic),No,86.15,5883.85
6646-JPPHA,14,Month-to-month,Electronic check,No,78.85,1043.8
7658-UYUQS,21,Month-to-month,Bank transfer (automatic),No,86.55,1857.25
7880-XSOJX,4,Month-to-month,Mailed check,No,42.4,146.4
4589-IUAJB,70,Two year,Bank transfer (automatic),No,24.25,1724.15
8746-BFOAJ,21,One year,Bank transfer (automatic),No,20.5,429.55
8457-XIGKN,20,Month-to-month,Credit card (automatic),Yes,19.6,356.15
6072-NUQCB,22,One year,Bank transfer (automatic),No,20.25,488.25
8838-GPHZP,63,Two year,Mailed check,Yes,20.6,1298.7
8750-QWZAJ,70,Two year,Bank transfer (automatic),No,19.8,1378.75
6918-UMQCG,5,Month-to-month,Electronic check,No,80.2,384.25
0675-NCDYU,72,Two year,Credit card (automatic),Yes,116.4,8543.25
6339-DKLMK,13,Month-to-month,Electronic check,Yes,31.65,389.95
1346-PJWTK,61,Month-to-month,Credit card (automatic),No,94.15,5731.85
5088-QZLRL,1,Month-to-month,Electronic check,No,20.65,20.65
8023-QHAIO,56,Month-to-month,Bank transfer (automatic),Yes,76.85,4275.75
4397-FRLTA,4,Month-to-month,Mailed check,No,20.15,84.5
3057-VJJQE,35,Two year,Mailed check,No,55.25,1924.1
2302-OUZXB,72,Two year,Bank transfer (automatic),No,82.15,5784.3
8133-ANHHJ,49,One year,Bank transfer (automatic),No,103.0,5166.2
2270-CHBFN,44,Month-to-month,Credit card (automatic),Yes,95.1,4060.55
5982-FPVQN,37,Month-to-month,Electronic check,Yes,95.15,3532.85
9107-UKCKY,61,One year,Electronic check,Yes,79.8,4914.8
4654-ULTTN,70,Two year,Credit card (automatic),Yes,74.8,5315.8
5546-BYZSM,41,Month-to-month,Electronic check,No,20.45,775.6
1492-KGETH,70,One year,Bank transfer (automatic),No,78.35,5445.95
4163-HFTUK,51,One year,Electronic check,No,19.1,1007.8
8215-NGSPE,42,Two year,Mailed check,No,20.0,833.55
8859-YSTWS,48,One year,Bank transfer (automatic),No,19.95,1004.5
7601-DHFWZ,48,Two year,Credit card (automatic),No,24.0,1183.05
1998-VHJHK,27,One year,Mailed check,No,19.15,501.35
1707-HABPF,46,One year,Bank transfer (automatic),Yes,91.3,4126.35
0487-VVUVK,25,Month-to-month,Mailed check,Yes,19.15,477.6
5063-IUOKK,13,Two year,Mailed check,No,19.75,265.75
4508-OEBEY,31,One year,Credit card (automatic),Yes,75.5,2424.45
0027-KWYKW,23,Month-to-month,Electronic check,Yes,83.75,1849.95
2308-STERM,2,Month-to-month,Mailed check,No,19.4,61.05
5982-XMDEX,65,Two year,Bank transfer (automatic),No,26.5,1698.55
6051-PTVNS,55,One year,Credit card (automatic),No,19.15,998.1
2877-VDUER,35,One year,Mailed check,No,40.9,1383.6
9152-AMKAK,6,Two year,Mailed check,Yes,80.25,493.4
9432-VOFYX,17,Month-to-month,Electronic check,Yes,70.8,1207
8049-WJCLQ,10,Month-to-month,Mailed check,No,60.2,563.5
6586-PSJOX,15,One year,Credit card (automatic),No,55.2,864.55
9705-ZJBCG,13,One year,Bank transfer (automatic),No,54.15,701.05
6847-KJLTS,58,Month-to-month,Bank transfer (automatic),Yes,100.4,5749.8
9670-BPNXF,45,One year,Credit card (automatic),Yes,62.55,2796.45
3913-FCUUW,72,Two year,Bank transfer (automatic),Yes,70.45,5165.7
3301-VKTGC,68,One year,Bank transfer (automatic),Yes,85.5,5696.6
9555-SAHUZ,38,Month-to-month,Electronic check,No,54.5,2076.05
0816-TSPHQ,2,Month-to-month,Mailed check,No,20.75,44.2
9932-WBWIK,11,Month-to-month,Mailed check,No,20.35,215.25
4619-EVPHY,20,One year,Bank transfer (automatic),Yes,91.0,1859.5
5286-YHCVC,72,Two year,Bank transfer (automatic),Yes,104.8,7470.1
9115-YQHGA,40,Month-to-month,Electronic check,Yes,51.1,2092.9
4462-CYWMH,62,Month-to-month,Bank transfer (automatic),Yes,89.8,5629.55
8963-MQVYN,22,Month-to-month,Electronic check,Yes,20.55,469.85
2458-EOMRE,11,Month-to-month,Bank transfer (automatic),No,64.05,733.95
9334-GWGOW,7,Month-to-month,Electronic check,Yes,74.85,485.25
6542-LWGXJ,3,Month-to-month,Mailed check,No,25.0,78.25
5567-GZKQY,58,Two year,Credit card (automatic),No,20.3,1131.5
1222-LRYKO,6,Month-to-month,Mailed check,No,26.35,184.05
2087-QAREY,22,Month-to-month,Mailed check,Yes,54.7,1178.75
4423-JWZJN,64,One year,Credit card (automatic),No,90.25,5629.15
6490-FGZAT,6,Month-to-month,Mailed check,No,20.65,109.3
7452-FOLON,39,One year,Bank transfer (automatic),No,25.45,958.45
2320-TZRRH,20,One year,Mailed check,No,19.5,403.15
4942-VZZOM,64,One year,Credit card (automatic),Yes,66.15,4392.5
7502-BNYGS,46,Month-to-month,Credit card (automatic),Yes,69.1,3168
4291-HYEBC,28,One year,Electronic check,Yes,39.1,1096.6
6147-CBCRA,33,Month-to-month,Mailed check,No,20.05,669.45
6047-SUHPR,39,One year,Electronic check,No,59.8,2343.85
9752-ZNQUT,1,Month-to-month,Electronic check,Yes,48.6,48.6
1576-PFZIW,70,Two year,Credit card (automatic),No,105.35,7511.9
5666-MBJPT,65,Two year,Bank transfer (automatic),Yes,25.1,1725
7312-XSBAT,1,Month-to-month,Electronic check,No,49.75,49.75
3096-GKWEB,18,Month-to-month,Electronic check,Yes,94.75,1691.9
2371-JQHZZ,24,Month-to-month,Electronic check,Yes,93.0,2248.05
0674-GCDXG,63,Two year,Bank transfer (automatic),Yes,71.9,4479.2
1121-QSIVB,44,One year,Mailed check,Yes,77.55,3471.1
4396-KLSEH,4,Month-to-month,Electronic check,Yes,19.85,63
2824-MYYBN,37,Month-to-month,Electronic check,Yes,95.25,3314.15
6345-HOVES,34,Month-to-month,Bank transfer (automatic),Yes,25.05,852.7
8318-LCNBW,35,One year,Credit card (automatic),No,53.15,1930.9
6469-QJKZW,4,Month-to-month,Electronic check,No,20.15,91.4
0147-ESWWR,39,Month-to-month,Electronic check,Yes,101.25,3949.15
1217-VASWC,43,One year,Bank transfer (automatic),Yes,100.55,4304
6370-ZVHDV,61,Two year,Bank transfer (automatic),No,25.3,1554.9
5915-DGNVC,49,One year,Electronic check,No,71.8,3472.05
6260-XLACS,4,One year,Mailed check,No,19.7,117.8
3566-CAAYU,64,Two year,Electronic check,No,49.85,3210.35
4983-CCWMC,3,Month-to-month,Mailed check,Yes,69.6,207.4
9103-CXVOK,1,Month-to-month,Electronic check,No,19.75,19.75
2896-TBNBE,40,One year,Electronic check,No,80.8,3132.75
2522-WLNSF,34,One year,Bank transfer (automatic),No,64.2,2106.3
3841-CONLJ,1,Month-to-month,Electronic check,No,35.0,35
4475-NVTLU,45,Two year,Electronic check,No,19.2,903.7
9386-LDCZR,43,One year,Credit card (automatic),Yes,90.65,3882.3
