CustomerID,Gender,SeniorCitizen,Partner,Dependents
3594-KADLU,Male,No,Yes,No
8065-BVEPF,Male,Yes,No,No
3796-ENZGF,Male,No,Yes,No
1734-ZMNTZ,Female,No,Yes,Yes
2853-CWQFQ,Male,No,No,Yes
0813-TAXXS,Male,No,No,No
2519-TWKFS,Male,No,Yes,Yes
0626-QXNGV,Female,No,Yes,No
6723-CEGQI,Female,No,No,Yes
4732-RRJZC,Male,No,Yes,Yes
9499-XPZXM,Female,No,Yes,No
4338-EYCER,Male,No,Yes,No
3007-FDPEA,Female,No,No,No
6350-XFYGW,Male,Yes,No,No
8513-OLYGY,Male,No,Yes,No
0311-QYWSS,Female,No,No,No
8705-DWKTI,Male,No,No,No
8755-IWJHN,Male,Yes,Yes,No
4480-QQRHC,Female,Yes,No,No
0929-PECLO,Female,Yes,No,No
3680-CTHUH,Male,No,No,No
1202-KKGFU,Female,No,Yes,No
6112-KTHFQ,Female,No,No,No
1852-XEMDW,Male,No,No,No
1820-DJFPH,Female,No,Yes,Yes
9426-SXNHE,Female,No,No,No
9068-FHQHD,Female,No,Yes,Yes
1269-FOYWN,Male,No,Yes,Yes
9470-YFUYI,Male,Yes,Yes,No
7402-EYFXX,Male,Yes,No,No
9895-VFOXH,Female,No,No,No
1230-QAJDW,Male,No,No,No
5701-ZIKJE,Male,No,No,No
5032-MIYKT,Female,No,No,No
7396-VJUZB,Male,No,Yes,Yes
9717-QEBGU,Male,No,No,No
5172-RKOCB,Male,No,Yes,No
6509-TSGWN,Female,No,Yes,Yes
3178-CIFOT,Female,No,No,No
4530-NDRKU,Female,No,Yes,Yes
5985-TBABQ,Female,No,No,No
9800-ONTFE,Female,No,Yes,Yes
6743-HHQPF,Male,No,Yes,No
8455-HIRAQ,Female,No,No,No
6616-AALSR,Female,No,Yes,Yes
9415-ZNBSX,Female,No,Yes,Yes
4018-KJYUY,Male,No,No,Yes
3884-UEBXB,Female,No,Yes,Yes
8780-RSYYU,Female,No,No,No
5537-UXXVS,Female,No,Yes,No
1791-PQHBB,Female,No,No,Yes
8701-DGLVH,Male,No,No,No
8741-LQOBK,Female,No,Yes,Yes
8082-GHXOP,Male,No,No,Yes
0980-FEXWF,Male,No,Yes,Yes
3011-WQKSZ,Male,No,No,Yes
8218-FFJDS,Female,No,Yes,No
1986-PHGZF,Male,Yes,No,No
9360-OMDZZ,Male,No,No,No
0345-XMMUG,Female,No,Yes,No
8024-XNAFQ,Female,Yes,No,No
2988-GBIVW,Female,Yes,Yes,No
2832-SCUCO,Female,No,No,No
7036-ZZKBD,Male,No,Yes,No
0265-PSUAE,Female,No,Yes,Yes
0463-TXOAK,Male,No,No,Yes
0594-UFTUL,Male,No,Yes,Yes
9509-MPYOD,Female,No,No,No
9128-CPXKI,Female,No,No,No
0129-KPTWJ,Male,No,Yes,No
5855-EIBDE,Female,No,Yes,No
5365-LLFYV,Female,No,No,No
5956-YHHRX,Male,Yes,No,No
6008-NAIXK,Male,Yes,No,No
1928-BXYIV,Male,No,No,No
5760-FXFVO,Male,No,No,No
0961-ZWLVI,Male,No,No,Yes
5181-OABFK,Female,No,Yes,Yes
4007-NHVHI,Female,Yes,No,No
7816-VGHTO,Female,No,Yes,Yes
5871-DGTXZ,Male,No,No,No
7550-WIQVA,Male,No,Yes,Yes
7544-ZVIKX,Male,No,Yes,Yes
0016-QLJIS,Female,No,Yes,Yes
7508-DQAKK,Female,No,No,No
5176-OLSKT,Female,No,Yes,No
9356-AXGMP,Male,No,Yes,No
3556-BVQGL,Female,No,Yes,No
8979-CAMGB,Male,Yes,No,No
7581-EBBOU,Female,No,No,No
5073-RZGBK,Female,No,Yes,Yes
2192-CKRLV,Female,No,Yes,No
3154-HMWUU,Male,No,Yes,No
6119-SPUDB,Male,No,No,No
6522-OIQSX,Female,No,Yes,Yes
7813-ZGGAW,Male,Yes,No,No
8748-HFWBO,Male,No,Yes,Yes
1052-QJIBV,Female,No,Yes,Yes
1319-YLZJG,Male,No,Yes,No
0723-FDLAY,Male,No,No,No
3050-RLLXC,Female,No,Yes,Yes
9298-WGMRW,Female,No,Yes,No
3088-LHEFH,Female,No,No,No
6583-KQJLK,Female,Yes,Yes,No
8544-JNBOX,Male,No,No,No
6681-ZSEXG,Male,No,Yes,No
6139-ZZRBQ,Male,Yes,No,No
6116-RFVHN,Female,No,Yes,No
8884-FEEWR,Male,No,No,No
3125-RAHBV,Male,No,No,No
0373-AIVNJ,Male,No,No,No
1682-VCOIO,Male,No,No,No
2072-ZVJJX,Male,No,Yes,No
8849-AYPTR,Male,No,Yes,No
9518-IMLHK,Male,No,No,No
3646-ITDGM,Female,No,No,No
3569-VLDHH,Male,No,Yes,Yes
8224-KDLKN,Male,No,Yes,Yes
7594-LZNWR,Male,Yes,No,No
4001-TSBTV,Female,No,Yes,Yes
8727-XDPUD,Male,No,No,No
1043-UXOVO,Female,No,No,No
1064-FBXNK,Male,No,Yes,Yes
3996-ZNWYK,Male,Yes,Yes,Yes
2878-DHMIN,Male,No,Yes,Yes
7762-ONLJY,Female,No,Yes,Yes
5795-BKOYE,Female,No,Yes,Yes
7402-PWYJJ,Female,No,Yes,No
0018-NYROU,Female,No,Yes,No
7501-VTYLJ,Female,No,No,Yes
7608-RGIRO,Male,No,No,Yes
0480-BIXDE,Female,No,Yes,No
5895-QSXOD,Male,No,No,No
9814-AOUDH,Male,No,No,No
6175-IRFIT,Male,No,No,No
8760-ZRHKE,Female,Yes,Yes,Yes
1622-HSHSF,Female,No,No,No
6749-UTDVX,Male,No,No,No
5542-DHSXL,Female,No,Yes,No
9102-OXKFY,Male,No,No,No
5216-WASFJ,Female,Yes,Yes,No
7808-DVWEP,Male,No,Yes,No
2284-VFLKH,Male,No,Yes,No
0366-NQSHS,Male,No,No,No
3807-BPOMJ,Female,No,Yes,No
3892-NXAZG,Male,No,Yes,Yes
4948-WBBKL,Female,Yes,No,No
4182-BGSIQ,Female,No,Yes,Yes
0988-AADSA,Female,No,Yes,Yes
9972-NKTFD,Female,No,No,No
3717-LNXKW,Male,No,Yes,No
5734-EJKXG,Female,No,No,No
2207-RYYRL,Male,No,Yes,Yes
6729-FZWSY,Male,No,No,No
9695-IDRZR,Female,No,No,Yes
8144-DGHXP,Female,No,No,No
7814-LEEVE,Female,No,Yes,No
8631-WUXGY,Female,No,No,Yes
5906-DVAPM,Female,No,Yes,Yes
6654-QGBZZ,Female,No,No,No
8348-JLBUG,Male,Yes,Yes,No
5641-DMBFJ,Female,No,Yes,No
9200-NLNPD,Male,No,Yes,No
2664-XJZNO,Male,No,Yes,Yes
3339-EAQNV,Male,Yes,Yes,No
0921-OHLVP,Male,No,No,No
8350-NYMVI,Female,No,No,No
1600-DILPE,Female,No,No,No
0536-ESJEP,Male,No,Yes,No
4654-GGUII,Female,No,No,No
6478-HRRCZ,Male,No,Yes,No
8510-BBWMU,Female,No,No,No
6857-TKDJV,Male,No,Yes,Yes
2360-RDGRO,Male,No,Yes,No
0584-BJQGZ,Female,No,No,No
1360-XFJMR,Female,No,Yes,No
5730-RIITO,Female,Yes,No,No
9058-MJLZC,Female,No,No,No
0902-XKXPN,Male,No,Yes,Yes
5177-RVZNU,Female,No,No,Yes
0056-EPFBG,Male,No,Yes,Yes
8993-IZEUX,Male,No,No,No
8190-ZTQFB,Male,No,No,No
0931-MHTEM,Female,No,No,No
7515-LODFU,Male,Yes,No,No
0440-UEDAI,Female,No,No,No
1337-BOZWO,Male,No,Yes,Yes
0868-VJRDR,Male,No,Yes,No
6344-SFJVH,Female,No,No,No
3950-VPYJB,Male,No,Yes,Yes
8041-TMEID,Male,Yes,Yes,No
7321-ZNSLA,Male,No,Yes,Yes
6941-KXRRV,Female,Yes,Yes,No
8727-JQFHV,Male,No,Yes,Yes
9475-NNDGC,Male,No,Yes,No
1355-KUSBG,Female,No,Yes,Yes
3688-FTHLT,Female,No,No,No
0899-LIIBW,Male,No,Yes,No
1384-RCUXW,Male,No,No,No
5825-XJOCM,Male,No,No,Yes
6848-YLDFR,Male,No,Yes,Yes
8125-QPFJD,Female,No,Yes,No
2320-YKQBO,Female,No,No,No
4973-RLZVI,Female,No,No,No
7869-ZYDST,Male,No,Yes,No
4501-UYKBC,Female,Yes,No,No
1215-EXRMO,Male,No,Yes,No
2305-MRGLV,Male,No,Yes,No
8404-VIOMB,Female,No,No,No
2359-KLTEK,Female,No,Yes,Yes
5304-EFJLP,Male,Yes,Yes,No
2673-ZALNP,Female,No,No,No
9184-GALIL,Female,No,Yes,Yes
4393-RYCRE,Male,No,No,No
9746-MDMBK,Male,No,Yes,Yes
3162-ZJZFU,Male,No,Yes,Yes
8404-GFGCZ,Male,No,Yes,No
8875-AKBYH,Male,Yes,No,No
0533-UCAAU,Male,Yes,Yes,No
1394-SUIUH,Female,Yes,Yes,No
3521-MNKLV,Male,No,No,No
2533-TIBIX,Male,No,Yes,Yes
5092-STPKP,Female,No,No,No
0114-PEGZZ,Female,No,No,No
3359-DSRKA,Female,No,Yes,Yes
8639-NHQEI,Female,No,Yes,Yes
7161-DFHUF,Female,No,Yes,No
3720-DBRWL,Male,No,Yes,No
8565-WUXZU,Male,Yes,Yes,No
4994-OBRSZ,Male,No,No,Yes
0562-FGDCR,Female,No,Yes,Yes
2436-QBZFP,Female,No,Yes,Yes
3420-YJLQT,Female,No,No,No
6040-CGACY,Female,No,No,No
6582-PLFUU,Male,No,Yes,Yes
8242-PDSGJ,Male,No,Yes,No
0264-CNITK,Female,No,Yes,Yes
0089-IIQKO,Female,No,Yes,Yes
7839-NUIAA,Female,No,Yes,Yes
6075-QMNRR,Female,No,No,No
5966-EMAZU,Male,No,Yes,No
0440-EKDCF,Male,No,Yes,No
4774-HHGGS,Male,No,Yes,No
2055-BFOCC,Male,Yes,Yes,No
8180-AKMJV,Female,No,No,No
4298-OYIFC,Male,No,Yes,No
5566-SOEZD,Male,No,Yes,Yes
9842-EFSYY,Female,No,No,Yes
2272-WUSPA,Female,No,Yes,No
4584-LBNMK,Male,Yes,Yes,No
3898-GUYTS,Female,Yes,No,No
0930-EHUZA,Female,No,No,No
9975-SKRNR,Male,No,No,No
3703-KBKZP,Male,Yes,No,No
4973-MGTON,Female,No,Yes,No
3682-YEUWS,Male,No,Yes,Yes
1223-UNPKS,Male,No,Yes,Yes
3446-QDSZF,Female,No,No,No
5117-IFGPS,Male,Yes,Yes,No
7379-FNIUJ,Male,No,No,No
1627-AFWVJ,Female,No,No,No
4486-EFAEB,Male,No,No,No
0060-FUALY,Female,No,Yes,No
6954-OOYZZ,Male,No,Yes,No
7088-FBAWU,Female,No,Yes,Yes
8313-AFGBW,Male,No,Yes,No
3097-IDVPU,Male,No,Yes,Yes
2197-OMWGI,Female,Yes,Yes,Yes
2303-PJYHN,Female,No,Yes,No
9795-VOWON,Male,No,No,No
1237-WIYYZ,Female,No,No,No
1987-AUELQ,Female,No,Yes,No
7852-LECYP,Male,Yes,Yes,No
4822-LPTYJ,Male,No,Yes,No
8165-CBKXO,Male,No,Yes,Yes
6527-PZFPV,Male,No,Yes,Yes
9593-CVZKR,Female,No,Yes,Yes
8595-SIZNC,Female,Yes,Yes,No
5236-XMZJY,Female,No,No,No
4827-DPADN,Female,No,Yes,Yes
2694-CIUMO,Female,No,No,No
5846-ABOBJ,Male,No,Yes,No
1439-LCGVL,Female,No,Yes,No
0909-SDHNU,Female,No,No,Yes
4647-XXZAM,Female,No,Yes,Yes
7740-KKCXF,Male,No,Yes,No
5360-XGYAZ,Male,No,Yes,Yes
3557-HTYWR,Female,No,No,No
8920-NAVAY,Male,Yes,No,No
1699-TLDLZ,Female,No,Yes,Yes
5600-PDUJF,Male,No,No,No
0567-XRHCU,Female,No,Yes,Yes
2067-QYTCF,Female,No,Yes,No
7407-SUJIZ,Male,No,No,No
9150-KPBJQ,Female,No,No,No
0052-DCKON,Male,No,Yes,No
3654-ARMGP,Female,No,No,No
9699-UBQFS,Female,Yes,Yes,No
9367-TCUYN,Female,No,No,No
1261-FWTTE,Male,Yes,No,No
3528-HFRIQ,Male,Yes,Yes,No
0708-SJDIS,Female,No,No,No
2073-QBVBI,Female,No,Yes,No
6928-ONTRW,Female,No,Yes,Yes
3320-VEOYC,Male,Yes,No,No
5231-FIQPA,Female,No,No,No
6617-WLBQC,Female,No,Yes,Yes
2599-CIPQE,Male,No,Yes,Yes
8774-GSBUN,Male,No,Yes,No
7326-RIGQZ,Male,No,Yes,Yes
1401-FTHFQ,Male,No,Yes,Yes
0254-FNMCI,Female,No,No,No
1848-LBZHY,Female,No,Yes,No
8118-TJAFG,Male,No,Yes,Yes
5429-LWCMV,Female,No,No,No
7298-IZWLY,Female,No,No,No
9758-MFWGD,Female,Yes,Yes,Yes
3955-JBZZM,Male,No,No,No
4815-TUMEQ,Female,No,No,No
9909-IDLEK,Male,No,Yes,Yes
4092-OFQZS,Male,No,Yes,No
1561-BWHIN,Male,No,Yes,Yes
9927-DSWDF,Male,No,Yes,No
9500-LTVBP,Female,No,No,No
7252-NTGSS,Female,No,No,No
8149-AIQCG,Male,No,No,No
1360-JYXKQ,Female,Yes,Yes,No
0899-WZRSD,Male,No,No,No
3255-GRXMG,Male,No,No,Yes
4828-FAZPK,Female,No,Yes,Yes
6094-ZIVKX,Female,No,No,No
6925-BAYGL,Female,Yes,Yes,No
3262-EIDHV,Female,No,Yes,Yes
7354-OIJLX,Male,No,No,No
1376-HHBDV,Female,No,No,No
6133-OZILE,Female,No,No,No
4135-FRWKJ,Female,Yes,Yes,Yes
6551-ZCOTS,Male,Yes,No,No
7191-ADRGF,Male,No,Yes,No
5018-LXQQG,Female,No,Yes,Yes
6892-BOGQE,Female,No,Yes,No
1746-TGTWV,Male,No,Yes,No
5995-SNNEW,Male,Yes,Yes,No
8050-WYBND,Female,No,No,Yes
2821-WARNZ,Female,No,No,Yes
4879-GZLFH,Female,No,Yes,Yes
8314-HTWVE,Female,No,Yes,Yes
9402-ROUMJ,Female,No,Yes,Yes
2507-QZPQS,Male,No,No,No
7159-NOKYQ,Male,No,Yes,No
5707-ZMDJP,Male,No,Yes,Yes
8779-YIQQA,Male,No,Yes,Yes
7136-IHZJA,Female,No,Yes,Yes
8966-OIQHG,Female,No,Yes,Yes
7074-STDCN,Male,No,No,No
8739-QOTTN,Female,No,Yes,No
1399-OUPJN,Female,No,Yes,Yes
0277-BKSQP,Male,No,Yes,Yes
5774-XZTQC,Female,No,Yes,Yes
2676-SSLTO,Male,No,No,No
6266-QHOJZ,Female,No,No,No
7269-JISCY,Female,No,No,No
0363-SVHYR,Male,No,Yes,Yes
8547-NSBBO,Male,No,No,No
6591-QGOYB,Male,No,No,No
9070-BCKQP,Female,No,Yes,No
6421-SZVEM,Female,No,Yes,Yes
1328-EUZHC,Female,No,Yes,No
8878-RYUKI,Female,No,No,No
9633-DENPU,Female,No,Yes,No
7811-JIVPF,Female,No,No,No
7113-HIPFI,Male,No,Yes,Yes
8541-QVFKM,Female,No,No,No
9258-CNWAC,Female,No,Yes,Yes
5371-VYLSX,Female,Yes,No,No
6374-AFWOX,Male,No,Yes,No
5317-FLPJF,Female,No,No,No
7621-VPNET,Female,No,Yes,No
6034-YMTOB,Female,No,No,No
4903-CNOZC,Male,No,No,No
4353-HYOJD,Female,No,Yes,Yes
7267-FRMJW,Female,No,Yes,Yes
4188-FRABG,Male,No,Yes,No
4128-ETESU,Female,Yes,Yes,No
0620-DLSLK,Female,No,No,No
3850-OKINF,Male,No,Yes,Yes
1156-ZFYDO,Female,No,No,No
3295-YVUSR,Male,Yes,No,No
8016-NCFVO,Male,Yes,No,No
4119-ZYPZY,Male,Yes,No,No
5549-ZGHFB,Male,No,Yes,Yes
7577-SWIFR,Male,No,No,No
0303-WMMRN,Male,No,No,No
6408-OTUBZ,Female,No,No,No
5204-HMGYF,Female,No,Yes,Yes
1078-TDCRN,Female,Yes,Yes,No
3727-OVPRY,Male,No,Yes,Yes
3797-FKOGQ,Male,No,No,Yes
7622-NXQZR,Male,No,No,No
6196-HBOBZ,Male,No,Yes,No
3970-XGJDU,Female,No,No,No
7017-VFULY,Female,No,Yes,No
5562-YJQGT,Female,No,No,No
8807-OPMBM,Female,No,Yes,Yes
5439-WIKXB,Male,Yes,Yes,No
8294-UIMBA,Female,No,No,No
8109-YUOHE,Male,No,No,No
5840-NVDCG,Female,No,Yes,Yes
8092-NLTGF,Male,No,No,No
5928-QLDHB,Male,No,No,No
9840-EFJQB,Female,No,No,No
0696-UKTOX,Male,No,No,Yes
4801-KFYKL,Male,No,No,Yes
3472-OAOOR,Male,No,Yes,Yes
6135-OZQVA,Female,No,No,No
2252-JHJGE,Male,No,No,No
4188-PCPIG,Female,No,Yes,No
7105-BENQF,Male,No,No,Yes
7721-DVEKZ,Female,No,No,No
3566-VVORZ,Female,No,Yes,No
9507-HSMMZ,Male,No,No,No
2480-SQIOB,Male,No,Yes,Yes
7813-TKCVO,Female,No,Yes,No
0128-MKWSG,Female,No,No,Yes
4350-ZTLPI,Female,No,Yes,No
0361-HJRDX,Female,No,No,No
5727-MYATE,Male,No,Yes,Yes
3823-KYNQY,Male,No,No,No
7570-WELNY,Female,No,Yes,No
3021-VLNRJ,Female,No,No,Yes
2080-CAZNM,Female,Yes,No,No
1028-FFNJK,Male,Yes,Yes,No
6907-FLBER,Male,No,No,No
3001-UNBTL,Male,Yes,Yes,Yes
5982-PSMKW,Female,No,Yes,Yes
3507-GASNP,Male,No,No,Yes
7096-ZNBZI,Female,No,Yes,No
1676-MQAOA,Male,No,No,No
0786-IVLAW,Female,Yes,No,No
7566-DSRLQ,Female,No,Yes,No
7245-JMTTQ,Female,No,No,No
6050-IJRHS,Female,No,Yes,Yes
6202-JVYEU,Male,No,No,No
8591-TKMZH,Male,No,Yes,Yes
0734-OXWBT,Male,No,No,Yes
4282-ACRXS,Male,Yes,Yes,No
0365-TRTPY,Female,No,No,No
7349-ALMUX,Male,No,No,No
6502-KUGLL,Female,No,Yes,Yes
1841-YSJGV,Male,No,Yes,No
3511-BFTJW,Male,No,Yes,Yes
7668-XCFYV,Female,Yes,Yes,No
5018-HEKFO,Female,No,No,No
2923-ARZLG,Male,No,Yes,Yes
3976-NLDEZ,Male,No,No,No
2282-YGNOR,Female,No,No,No
5336-UFNZP,Female,Yes,Yes,Yes
6854-EXGSF,Female,No,No,No
1241-EZFMJ,Male,No,Yes,No
9233-PSYHO,Female,Yes,No,No
5376-PCKNB,Male,No,Yes,Yes
8044-BGWPI,Male,No,Yes,Yes
4060-LDNLU,Male,No,No,No
3589-PPVKW,Male,No,No,No
5887-IKKYO,Male,No,Yes,Yes
1755-RMCXH,Male,No,Yes,Yes
3858-XHYJO,Female,No,Yes,No
4299-SIMNS,Male,No,No,No
7025-IWFHT,Male,No,No,No
6261-LHRTG,Female,No,No,No
7841-FCRQD,Female,No,Yes,No
2056-EVGZL,Male,No,Yes,Yes
8777-MBMTS,Female,Yes,Yes,No
7753-USQYQ,Male,No,No,No
7661-CPURM,Male,No,No,No
6233-HXJMX,Female,No,No,No
5902-WBLSE,Female,No,Yes,Yes
3239-TPHPZ,Female,No,Yes,No
5115-GZDEL,Male,No,No,Yes
3338-CVVEH,Male,No,No,No
2615-YVMYX,Male,Yes,Yes,No
2851-STERV,Male,Yes,No,No
4393-GEADV,Male,No,Yes,Yes
8486-AYEQH,Female,No,No,No
5419-JKZNQ,Male,Yes,Yes,No
2495-KZNFB,Female,No,No,No
1409-PHXTF,Male,Yes,Yes,No
4560-WQAQW,Female,No,No,No
9591-YVTEB,Male,Yes,No,No
9309-BZGNT,Male,Yes,Yes,No
4274-DRSQT,Female,No,No,No
2027-DNKIV,Male,No,Yes,Yes
8075-GXIUB,Male,Yes,Yes,No
2885-HIJDH,Male,No,Yes,Yes
5424-RLQLC,Male,No,No,No
6507-DTJZV,Male,No,No,Yes
7673-BQGKU,Female,No,Yes,Yes
6723-WSNTY,Female,Yes,Yes,No
2725-IWWBA,Male,No,Yes,Yes
1061-PNTHC,Female,No,Yes,Yes
0394-YONDK,Male,No,Yes,Yes
6574-MCOEH,Female,No,Yes,Yes
7399-QHBJS,Female,No,Yes,Yes
0997-YTLNY,Female,No,No,Yes
9479-HYNYL,Female,No,Yes,No
9708-KFDBY,Male,No,No,No
3642-GKTCT,Female,No,No,No
0774-RMNUW,Female,No,Yes,Yes
1334-PDUKM,Female,No,Yes,No
0756-MPZRL,Male,No,No,No
2242-MFOTG,Male,No,No,No
2927-CVULT,Female,No,Yes,Yes
2144-BFDSO,Female,Yes,Yes,No
8745-PVESG,Female,No,No,No
7647-GYYKX,Female,No,Yes,Yes
5647-FXOTP,Female,Yes,Yes,No
9700-ISPUP,Female,No,Yes,Yes
9839-ETQOE,Male,No,No,Yes
6078-VESFR,Male,Yes,Yes,No
9027-TMATR,Female,No,Yes,No
1941-HOSAM,Male,No,Yes,Yes
9110-HSGTV,Female,No,No,No
0704-VCUMB,Female,No,Yes,No
6171-ZTVYB,Male,No,Yes,No
1935-IMVBB,Male,No,Yes,No
2535-PBCGC,Female,No,Yes,No
1470-PSXNM,Male,No,Yes,Yes
2498-XLDZR,Female,No,Yes,Yes
9866-OCCKE,Female,Yes,Yes,No
5338-YHWYT,Male,No,No,Yes
7718-UPSKJ,Female,No,Yes,No
8731-WBBMB,Female,No,Yes,No
1448-CYWKC,Female,No,Yes,Yes
7901-IIDQV,Male,No,No,No
2690-DVRVK,Male,No,Yes,Yes
1270-XKUCC,Female,No,Yes,Yes
0334-ZFJSR,Female,No,Yes,No
5583-EJXRD,Male,No,Yes,Yes
4565-EVZMJ,Female,No,No,No
3327-YBAKM,Female,No,Yes,No
9441-QHEVC,Male,No,No,No
6705-LNMDD,Male,No,No,No
2580-ASVVY,Female,No,Yes,No
3370-GQEAL,Male,No,Yes,Yes
5032-USPKF,Female,No,No,No
4254-QPEDE,Female,No,Yes,No
6283-GITPX,Male,No,No,Yes
0771-CHWSK,Male,No,No,No
9788-HNGUT,Male,No,Yes,No
9495-REDIY,Male,No,No,Yes
5375-XLDOF,Male,No,Yes,Yes
1172-VIYBP,Male,No,Yes,Yes
6559-PDZLR,Male,No,No,No
8992-OBVDG,Male,No,No,No
4273-MBHYA,Female,No,No,Yes
4724-WXVWF,Male,No,No,No
5701-GUXDC,Female,No,Yes,No
1460-UZPRJ,Male,No,Yes,No
6082-GLJIX,Male,No,No,No
2495-TTHBQ,Female,No,No,Yes
0485-ZBSLN,Male,No,Yes,Yes
3810-PJUHR,Male,No,Yes,Yes
0847-HGRML,Male,No,No,Yes
8232-CTLKO,Female,No,Yes,Yes
9227-YBAXE,Female,No,Yes,Yes
9860-LISIZ,Female,No,No,No
0112-QAWRZ,Male,No,Yes,Yes
2786-GCDPI,Female,Yes,No,No
4043-MKDTV,Male,No,Yes,No
9229-RQABD,Male,No,No,No
8313-KTIHG,Male,No,No,No
5320-BRKGK,Female,No,Yes,Yes
6284-KMNUF,Female,No,Yes,No
6229-UOLQL,Male,No,Yes,Yes
3137-LUPIX,Female,No,No,No
6143-JQKEA,Male,No,No,No
8676-OOQEJ,Male,No,No,No
9701-CDXHR,Female,No,Yes,No
8124-NZVGJ,Female,No,No,No
2162-FRZAA,Male,No,Yes,Yes
5118-MUEYH,Female,No,Yes,No
5627-TVBPP,Female,No,No,Yes
3936-QQFLL,Male,No,No,No
2589-AYCRP,Female,No,No,No
4067-HLYQI,Female,No,No,No
5124-EOGYE,Male,No,No,No
5057-RKGLH,Female,No,Yes,Yes
0292-WEGCH,Female,No,Yes,Yes
8910-ICHIU,Female,No,No,No
4097-YODCF,Male,No,No,Yes
9715-WZCLW,Male,No,Yes,Yes
9786-YWNHU,Female,No,Yes,Yes
6407-GSJNL,Female,No,No,No
4049-ZPALD,Female,No,Yes,No
3733-UOCWF,Male,Yes,Yes,No
6833-JMZYP,Female,No,No,No
1310-QRITU,Female,No,No,No
8961-QDZZJ,Female,No,Yes,Yes
9715-SBVSU,Male,No,Yes,Yes
8490-BXHEO,Male,Yes,No,No
7173-TETGO,Female,Yes,Yes,No
7929-SKFGK,Male,No,Yes,No
2300-RQGOI,Female,No,No,No
3563-SVYLG,Male,No,Yes,Yes
6435-VWCCY,Male,Yes,Yes,No
4998-IKFSE,Female,No,No,No
8630-QSGXK,Male,No,Yes,No
2455-USLMV,Female,No,No,No
9488-FVZCC,Female,No,Yes,Yes
5995-WWKKG,Female,No,No,No
7879-CGSFV,Male,No,No,No
9921-EZKBY,Male,No,No,Yes
7432-FFVAR,Female,No,Yes,Yes
7246-ZGQDF,Female,No,No,Yes
4456-RHSNB,Female,No,Yes,Yes
2481-SBOYW,Female,No,No,Yes
7109-MFBYV,Male,No,No,No
1833-TCXKK,Male,No,Yes,No
1832-PEUTS,Male,No,Yes,Yes
8660-BUETV,Female,No,No,No
0580-PIQHM,Female,No,Yes,Yes
5696-CEIQJ,Male,No,Yes,Yes
1696-HXOWK,Female,No,Yes,No
3026-ATZYV,Female,No,Yes,Yes
4012-YCFAI,Male,No,Yes,No
9970-QBCDA,Female,No,No,No
9496-IVVRP,Female,No,Yes,Yes
2657-VPXTA,Female,No,Yes,Yes
6551-VLJMV,Male,No,Yes,No
1221-GHZEP,Female,No,No,No
9289-LBQVU,Male,No,Yes,No
3458-IDMFK,Male,No,No,No
6933-FHBZC,Female,No,No,No
0221-NAUXK,Male,No,No,Yes
9770-KXGQU,Female,No,No,No
6538-POCHL,Male,No,No,No
6726-NNFWD,Female,Yes,Yes,No
3002-WQZWT,Female,No,No,No
4277-UDIEF,Male,No,Yes,Yes
1208-NBVFH,Male,No,Yes,Yes
4912-PIGUY,Female,No,No,No
2725-TTRIQ,Female,No,Yes,Yes
3374-TTZTK,Male,No,Yes,No
8990-ZXLSU,Female,No,No,No
2275-RBYQS,Female,No,No,No
4419-UJMUS,Male,No,Yes,Yes
7794-JASDG,Male,No,No,No
7609-YBPXG,Male,No,No,No
5519-TEEUH,Male,No,No,Yes
7856-GANIL,Male,Yes,Yes,No
0804-XBFBV,Female,No,No,Yes
2676-OXPPQ,Male,No,No,No
3703-TTEPD,Male,No,No,No
2799-TSLAG,Female,No,Yes,Yes
2208-NKVVH,Male,No,Yes,Yes
7139-JZFVG,Male,No,Yes,Yes
4987-GQWPO,Male,No,No,No
1757-TCATG,Male,No,Yes,Yes
4776-XSKYQ,Female,No,Yes,Yes
8048-DSDFQ,Male,No,No,No
5753-QQWPW,Female,No,No,No
6010-DDPPW,Male,No,Yes,No
6693-FRIRW,Male,No,No,No
6586-MYGKD,Male,No,Yes,No
3173-NVMPX,Female,No,Yes,Yes
0248-PGHBZ,Female,Yes,No,No
0623-GDISB,Female,No,No,No
2892-GESUL,Female,No,Yes,Yes
7472-EQOAV,Male,Yes,Yes,Yes
2043-WVTQJ,Male,No,Yes,No
8034-RYTVV,Female,No,No,No
3863-QSTYI,Male,No,No,No
5044-LRQAQ,Female,No,Yes,No
1716-LSAMB,Male,No,Yes,Yes
1333-PBMXB,Female,No,Yes,Yes
6546-OPBBH,Male,No,Yes,Yes
5985-BEHZK,Female,Yes,Yes,No
9127-QRZMH,Male,No,Yes,No
5919-VCZYM,Male,No,No,No
9644-KVCNC,Female,No,No,No
2137-DQMEV,Male,No,Yes,Yes
8174-LNWMW,Female,No,No,No
9279-CJEOJ,Female,Yes,No,No
7964-VEXDG,Male,No,No,Yes
2404-JIBFC,Female,No,Yes,Yes
8029-XYPWT,Male,Yes,Yes,No
4632-PAOYU,Male,No,Yes,Yes
2990-OGYTD,Female,No,Yes,No
6646-JPPHA,Female,Yes,No,No
7658-UYUQS,Male,Yes,Yes,No
7880-XSOJX,Male,No,No,No
4589-IUAJB,Male,No,Yes,No
8746-BFOAJ,Male,Yes,No,No
8457-XIGKN,Male,No,No,No
